,05AH050,05HD036,05HG021,05JA003,05JA005,05JA006,05JB004,05JB007,05JC004,05JF011,05JG013,05JJ009,05JM010,05KE010,05KH007,05LC001,05MA020,05MA021,05MC001,05MC003,05MD010,05ME007,05NB033,05NB035,05ND011,05ND013,05NE003,05NF010,06AF001,06AG002,06BA002,06BB005,06BD001,06CD002,06DA004,06DA005,06DC001,06DD003,06HB002,06JB001,06JC002,06KC003,06LC001,06MA006,06OA007,07LB002,07LE002,07MA003,07MB001,07OB001,07OB008,07QC005,07QC006,07QC007,07QC008,07RD001,07SA002,07SA004,07SA008,07SB010,07SB013,07SC001,07SC002,07SC004,07SC005,07TA001,07UC001,10EA003,10EB001,10EC003,10ED001,10ED002,10ED003,10ED007,10ED009,10FA002,10FB005,10GA001,10GB006,10GC003,10HA004,10HB005,10HC008,10JA002,10JC003,10KA006,10KA007,10KA008,10KA009,10KB001,10KC001,10KD009,10LA002,10LB004,10LB005,10LB006,10LB007,10LC003,10LC007,10LD004,10MC002,10MC007,10NC001,10ND002,10ND004,10OB001,10PA001,10PA002,10PB001,10PC004,10PC005,10QA001,10QC001,10QD001,10RA001,10RA002,10RC001,10RC002,10TA001,10TF001,10UH001,10UH002,10UH012,10VC002,11AB075,11AB117,11AC025
2005-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.480999999999998,,,14.002,74.733,24.189,5.17,,,,,1.7690000000000001,,,,,,1.615,26.36,1.58,6.517,2.012,29.238000000000003,,,,,4.163,,1.47,2.09,,3.925,3.554,,3.3939999999999997,2.708,,1.7169999999999999,,,1.969,,,,3.133,2.0,,,,,,,,,,,,,,,,,,,,,,6.2989999999999995,4.485,7.638999999999999,18.379,8.214,,,,2.0669999999999997,,,,,,,,,,,,
2005-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.476,,,13.972000000000001,74.734,24.186999999999998,5.169,,,,,1.766,,,,,,1.62,,1.5830000000000002,6.51,2.009,29.241,,,,,4.156000000000001,,1.453,2.085,,3.875,3.529,,3.3939999999999997,2.716,,1.744,,,1.9780000000000002,,,,3.128,2.0069999999999997,,,,,,,,,,,,,,,,,,2.09,,,,6.3020000000000005,4.535,,,8.218,,,,2.076,,,,,,,,,,,,
2005-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.473000000000003,,,13.991,74.736,24.186999999999998,5.165,,,,,1.76,,,,,,1.615,,1.5730000000000002,6.515,2.0069999999999997,29.245,,,,,4.152,,1.4380000000000002,2.0780000000000003,,3.7960000000000003,3.484,,3.391,2.766,,1.745,,,1.982,,,,3.1239999999999997,2.015,,,,,,,,,,,,,,,,,,2.089,,,,6.306,4.563,,,8.238999999999999,,,,2.079,,,,,,,,,,,,
2005-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.467,,,14.014000000000001,74.737,24.182,5.162000000000001,,,,,1.754,,,,,,1.611,26.351999999999997,1.571,6.519,2.006,29.249000000000002,,1.985,,,4.151,,1.4369999999999998,2.077,,3.766,3.467,,3.391,2.8480000000000003,,1.745,,,1.975,,,,3.1210000000000004,1.985,,,,,,,,,,,,,,,,,,2.0869999999999997,,,,6.309,4.583,7.614,18.23,8.261000000000001,,,,2.0780000000000003,,,,,,,,,,,,
2005-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.465,,,13.964,74.738,24.178,5.1579999999999995,,,,,1.7530000000000001,,,,,,1.6119999999999999,26.353,1.5819999999999999,6.517,2.01,29.254,,1.9880000000000002,,,4.154,,1.4409999999999998,2.082,,3.7460000000000004,3.427,,3.388,2.92,,1.746,,,1.98,,,,3.12,1.963,,,,,,,,,,,,,,,,,,2.085,,,,6.312,4.593,7.598,18.26,8.263,,,,2.079,,,,,,,,,,,,
2005-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.463,,,13.915999999999999,74.748,24.174,5.1579999999999995,,,,,1.755,,,,,,1.61,26.35,1.588,6.5120000000000005,2.013,29.261,,1.989,,,4.166,,1.425,2.088,,3.73,3.408,,3.3819999999999997,2.935,,1.75,,,1.9869999999999999,,,,3.123,1.932,,,,,,,,,,,,,,,,,,2.084,,,,6.309,4.605,7.5889999999999995,18.258,8.273,,,,2.1,,,,,,,,,,,,
2005-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.455,,,13.925,74.748,24.171,5.155,,,,,1.75,,,,,,1.61,26.345,1.57,6.519,2.013,29.265,,1.9869999999999999,,,4.1819999999999995,,1.41,2.086,,3.7310000000000003,3.3489999999999998,,3.385,2.9419999999999997,,1.7369999999999999,,,1.989,,,,3.123,1.962,,,,,,,,,,,,,,,,,,2.084,,,,6.31,4.5969999999999995,7.586,18.227999999999998,8.28,,,,2.108,,,,,,,,,,,,
2005-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.449,,,13.942,74.748,24.173000000000002,5.152,,,,,1.745,,,,,,1.609,26.340999999999998,1.557,6.51,2.012,29.268,,,,,4.186,,1.395,2.084,,,3.33,,3.384,2.949,,1.732,,,1.9769999999999999,,,,3.12,1.955,,,,,,,,,,,,,,,,,,2.089,,,,6.313,4.58,7.582000000000001,18.186,8.274,,,,2.106,,,,,,,,,,,,
2005-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.444000000000003,,,13.935,74.747,24.17,5.151,,,,,1.736,,,,,,1.6059999999999999,26.339000000000002,1.556,6.497000000000001,2.013,29.271,,,,,4.18,,1.3869999999999998,2.083,,,3.3080000000000003,,3.387,2.984,,1.725,,,1.975,,,,3.1189999999999998,1.949,,,,,,,,,,,,,,,,,,2.1069999999999998,,,,6.314,4.579,7.581,18.173,8.292,,,,2.104,,,,,,,,,,,,
2005-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.44,,,13.914000000000001,74.748,24.169,5.146,,,,,1.733,,,,,,1.6030000000000002,26.336,1.558,6.492000000000001,2.012,29.274,,,,,4.17,,1.389,2.082,,,3.2969999999999997,,3.3789999999999996,2.984,,1.726,,,1.985,,,,3.1210000000000004,1.9169999999999998,,,,,,,,,,,,,,,,,,2.101,,,,6.317,4.596,7.572,18.15,8.312000000000001,,,,2.1,,,,,,,,,,,,
2005-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.433000000000003,,,13.917,74.749,24.171999999999997,5.144,,,,,1.734,,,,,,1.6,26.331999999999997,1.5630000000000002,6.484,2.013,29.276,,,,,4.164,,1.37,2.088,,,3.286,,3.3789999999999996,2.987,,1.716,,,1.976,,,,3.1210000000000004,1.944,,,,,,,,,,,,,,,,,,2.092,,,,6.32,4.604,7.568,18.131,8.279,,,,2.097,,,,,,,,,,,,
2005-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.425,,,13.905,74.75,24.17,5.14,,,,,1.723,,,,,,1.599,26.326999999999998,1.56,6.477,2.011,29.279,,,,,4.183,,1.355,2.102,,,3.275,,3.373,2.987,,1.705,,,1.97,,,,3.117,1.955,,,,,,,,,,,,,,,,,,2.09,,,,6.327000000000001,4.613,7.559,18.137,8.288,,,,2.096,,,,,,,,,,,,
2005-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.421,,,13.89,74.752,24.169,5.1370000000000005,,,,,1.716,,,,,,1.599,26.325,1.556,6.466,2.008,29.281,,,,,4.216,,,2.095,,,3.264,,3.3689999999999998,2.988,,1.702,,,1.9609999999999999,,,,3.114,1.945,,,,,,,,,,,,,,,,,,2.088,,,,6.334,4.644,7.5489999999999995,18.134,8.302999999999999,,,,2.099,,,,,,,,,,,,
2005-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.414,,,13.877,74.76100000000001,24.177,5.138999999999999,,,,,1.714,,,,,,1.595,26.322,1.555,6.455,2.008,29.284000000000002,,,,,4.2010000000000005,,,2.086,,,3.252,,3.37,2.9939999999999998,,1.7,,,1.9569999999999999,,,,3.11,1.966,,,,,,,,,,,,,,,,,,2.082,,,,6.3420000000000005,4.664,7.542999999999999,18.155,8.301,,,,2.102,,,,,,,,,,,,
2005-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.408,,,13.873,74.737,24.173000000000002,5.136,,,,,1.715,,,,,,1.5930000000000002,,1.554,6.437,2.006,29.287,,,,,4.18,,,2.084,,,,,3.3689999999999998,3.003,,1.699,,,,,,,3.1060000000000003,1.965,,,,,,,,,,,,,,,,,,2.066,,,,6.346,4.6819999999999995,7.5360000000000005,18.227,8.328,,,,2.114,,,,,,,,,,,,
2005-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.401,,,13.874,74.732,24.168000000000003,5.132000000000001,,,,,1.716,,,,,,1.588,,1.5519999999999998,6.4270000000000005,2.004,29.29,,,,,4.157,,,2.0909999999999997,,,3.234,,3.367,3.011,,1.705,,,1.944,,,,3.0989999999999998,1.9480000000000002,,,,,,,,,,,,,,,,,,2.074,,,,6.349,4.69,7.5360000000000005,18.273,8.337,,,,2.12,,,,,,,,,,,,
2005-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.397,,,13.895999999999999,74.74,24.165,5.127000000000001,,,,,1.7169999999999999,,,,,,1.601,,1.5290000000000001,6.421,2.001,29.291999999999998,,,,,4.135,,,2.0980000000000003,,,3.228,,3.365,3.017,,1.72,,,1.944,,,,3.094,1.943,,,,,,,,,,,,,,,,,,2.082,,,,6.35,4.712,7.525,18.315,8.328,,,,2.13,,,,,,,,,,,,
2005-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.391,,,13.890999999999998,74.744,24.166,5.127000000000001,,,,,1.713,,,,,,1.598,,1.5630000000000002,6.42,1.999,29.294,,,,,4.128,,,2.097,,,3.215,,3.362,3.0260000000000002,,1.7280000000000002,,,1.9469999999999998,,,,3.091,1.955,,,,,,,,,,,,,,,,,,2.082,,,,6.349,4.716,7.52,18.332,8.36,,,,2.144,,,,,,,,,,,,
2005-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.386,,,13.912,74.743,24.164,5.124,,,,,1.71,,,,,,1.59,,1.6119999999999999,6.42,1.999,29.296999999999997,,,,,4.125,,,2.089,,,3.193,,3.358,3.036,,1.739,,,1.952,,,,3.0860000000000003,,,,,,,,,,,,,,,,,,,2.08,,,,6.346,4.718999999999999,7.516,18.37,8.372,,,,2.153,,,,,,,,,,,,
2005-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.381999999999998,,,13.943,74.73899999999999,24.160999999999998,5.121,,,,,1.709,,,,,,1.5930000000000002,,1.557,6.42,2.001,29.3,,1.959,,,4.118,,,2.077,,,3.174,,3.355,3.049,,1.734,,,,,,,3.083,,,,,,,,,,,,,,,,,,,2.0780000000000003,,,,6.3389999999999995,4.732,7.5089999999999995,18.402,8.387,,,,2.158,,,,,,,,,,,,
2005-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.378,,,13.955,74.743,24.156999999999996,5.117,,,,,1.7069999999999999,,,,,,1.5819999999999999,,1.608,6.417000000000001,2.002,29.302,,1.959,,,4.115,,,2.062,,,3.156,,3.359,3.055,,1.7269999999999999,,,1.9509999999999998,,,,3.0789999999999997,,,,,,,,,,,,,,,,,,,2.0780000000000003,,,,6.335,4.739,7.51,18.48,8.408999999999999,,,,2.162,,,,,,,,,,,,
2005-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.375,,,13.956,74.749,24.154,5.117,,,,,1.7069999999999999,,,,,,1.58,,1.588,6.41,2.002,29.302,,1.953,,,4.113,,,2.0580000000000003,,,3.1319999999999997,,3.362,3.0610000000000004,,1.739,,,1.956,,,,3.076,,,,,,,,,1.597,,,,,,,,,,2.076,,,,6.33,4.74,7.497000000000001,18.555,8.402000000000001,,,,2.165,,,,,,,,,,,,
2005-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.373,,,13.954,74.757,24.158,5.1160000000000005,,,,,1.7109999999999999,,,,,,1.5859999999999999,,1.597,6.403,2.001,29.303,,1.952,,,4.117,,,2.051,,,3.111,,3.355,3.07,,1.736,,,1.9509999999999998,,,,3.072,,,,,,,,,1.591,,,,,,,,,,2.0709999999999997,,,,6.3229999999999995,4.744,7.49,18.544,8.416,,,,2.1719999999999997,,,,,,,,,,,,
2005-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.365,,,13.966,74.762,24.156,5.114,,,,,1.719,,,,,,1.587,,1.575,6.396,2.0,29.303,,1.9480000000000002,,,4.126,,,2.044,,,3.094,,3.35,3.08,,1.7409999999999999,,,1.9480000000000002,,,,3.068,,,,,,,,,1.5919999999999999,,,,,,,,,,2.065,,,,6.319,4.72,7.484,18.573,8.455,,,,2.1790000000000003,,,,,,,,,,,,
2005-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.359,,,13.991,74.77,24.151,5.1080000000000005,,,,,1.7309999999999999,,,,,,1.58,26.289,1.5919999999999999,6.377999999999999,1.999,29.303,,1.946,,,4.1339999999999995,,,2.043,,,3.069,,3.355,3.0869999999999997,,1.742,,,1.9469999999999998,,,,3.065,,,,,,,,,1.5919999999999999,,,,,,,,,,2.062,,,,6.318,4.672,7.477,18.567,8.452,,,,2.181,,,,,,,,,,,,
2005-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.353,,,13.981,74.779,24.146,5.109,,,,,1.7309999999999999,,,,,,1.5719999999999998,26.284000000000002,1.588,6.367999999999999,2.0,29.304000000000002,,1.9469999999999998,,,4.156000000000001,,,2.035,,,3.054,,3.3560000000000003,3.1010000000000004,,1.7309999999999999,,,1.945,,,,3.0660000000000003,,,,,,,,,1.585,,,,,,,,,,2.061,,,,6.315,4.633,7.471,18.597,8.443999999999999,,,,2.185,,,,,,,,,,,,
2005-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.348000000000003,,,13.942,74.788,24.14,5.106,,,,,1.734,,,,,,1.567,26.281,1.579,6.37,2.003,29.302,,1.945,,,4.177,,,2.03,,,3.043,,3.358,3.11,,1.723,,,1.944,,,,3.07,,,,,,,,,1.585,,,,,,,,,,2.064,,,,6.313,4.607,7.457000000000001,18.611,8.443,,,,2.195,,,,,,,,,,,,
2005-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.346,,,13.925,74.8,24.147,5.104,,,,,1.736,,,,,,1.556,26.275,1.5590000000000002,6.374,2.003,29.296999999999997,,1.9369999999999998,,,4.194,,,2.025,,,3.023,,3.359,3.1210000000000004,,1.715,,,,,,,3.068,,,,,,,,,1.589,,,,,,,,,,2.0669999999999997,,,,6.311,4.521,7.454,18.635,8.56,,,,2.213,,,,,,,,,,,,
2005-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.334,,,13.934000000000001,74.789,24.142,5.104,,,,,1.7380000000000002,,,,,,1.5619999999999998,26.269000000000002,1.5390000000000001,6.385,2.003,29.294,,1.9380000000000002,,,4.221,,,2.02,,,3.016,,3.359,3.13,,1.714,,,,,,,3.063,,,,,,,,,1.5959999999999999,,,,,,,,,,2.0669999999999997,,,,6.313,4.383,7.452999999999999,18.643,8.615,,,,2.222,,,,,,,,,,,,
2005-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.33,,,13.927999999999999,74.798,24.138,5.1,,,,,1.74,,,,,,1.561,26.266,1.5190000000000001,6.354,2.001,29.291999999999998,,1.936,,,4.237,,,2.012,,,3.0069999999999997,,3.3569999999999998,3.141,,1.709,,,,,,,3.06,,,,,,,,,1.6030000000000002,,,,,,,,,,2.069,,,,6.315,4.265,7.4479999999999995,18.66,8.547,,,,2.215,,,,,,,,,,,,
2005-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.328000000000003,,,13.915,74.814,24.134,5.098,,,,,1.7369999999999999,,,,,,1.567,26.265,1.5119999999999998,6.367999999999999,2.003,29.295,,1.945,,,4.238,,,2.005,,,3.005,,3.3560000000000003,3.1519999999999997,,1.7180000000000002,,,,,,,3.056,,,,,,,,,1.6030000000000002,,,,,,,,,,2.073,,,,6.321000000000001,4.195,7.441,18.628,8.474,,,,2.2159999999999997,,,,,,,,,,,,
2005-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.326999999999998,,,13.905999999999999,74.824,24.131,5.0969999999999995,,,,,1.7280000000000002,,,,,,1.561,26.261999999999997,,6.349,2.003,29.296999999999997,,1.943,,,4.228,,,2.01,,,2.995,,3.355,3.165,,1.713,,,1.966,,,,3.057,,,,,,,,,1.597,,,,,,,,,,2.076,,,,6.322,4.173,7.434,18.646,8.494,,,,2.225,,,,,,,,,,,,
2005-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.328000000000003,,,13.894,74.836,24.134,5.098,,,,,1.734,,,,,,1.564,26.256999999999998,1.508,6.351,2.004,29.301,,1.94,,,4.223,,,2.02,,,2.986,,3.3539999999999996,3.177,,1.713,,,,,,,3.054,,,,,,,,,1.5930000000000002,,,,,,,,,,2.076,,,,6.318,4.186,7.4270000000000005,18.649,8.445,,,,2.244,,,,,,,,,,,,
2005-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.322,,,13.89,74.839,24.146,5.111000000000001,,,,,1.735,,,,,,1.555,26.250999999999998,,6.3629999999999995,2.004,29.302,,1.936,,,4.225,,,2.01,,,2.97,,3.353,3.187,,1.71,,,,,,,3.052,,,,,,,,,1.5859999999999999,,,,,,,,,,2.076,,,,6.316,4.194,7.422999999999999,18.658,8.439,,,,2.2569999999999997,,,,,,,,,,,,
2005-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.311,,,13.917,74.821,24.139,5.106,,,,,1.733,,,,,,1.548,26.247,,6.334,2.003,29.302,,1.933,,,4.2219999999999995,,,1.9909999999999999,,,2.9530000000000003,,3.352,3.201,,1.702,,,,,,,3.049,,,,,,,,,1.584,,,,,,,,,,2.077,,,,6.317,4.187,7.419,18.667,8.426,,,,2.253,,,,,,,,,,,,
2005-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.307,,,13.939,74.816,24.125,5.098,,,,,1.732,,,,,,1.548,26.243000000000002,,6.317,2.0,29.302,,1.932,,,4.239,,,1.9780000000000002,,,,,3.3510000000000004,3.21,,1.694,,,,,,,3.0469999999999997,,,,,,,,,1.589,,,,,,,,,,2.0780000000000003,,,,6.319,4.167,7.414,18.664,8.412,,,,2.24,,,,,,,,,,,,
2005-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.305,,,13.944,74.83,24.121,5.098,,,,,1.73,,,,,,1.55,26.239,,6.29,1.9980000000000002,29.302,,1.932,,,4.246,,,1.974,,,,,3.3510000000000004,3.221,,1.692,,,,,,,3.043,,,,,,,,,1.5859999999999999,,,,,,,,,,2.079,,,,6.3260000000000005,4.135,7.412999999999999,18.662,8.455,,,,2.224,,,,,,,,,,,,
2005-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.302,,,13.936,74.834,24.113000000000003,5.096,,,,,1.726,,,,,,1.5530000000000002,26.236,,6.308,1.996,29.303,,1.932,,,4.247,,,1.974,,,,,3.352,3.228,,1.69,,,,,,,3.0389999999999997,,,,,,,,,1.584,,,,,,,,,,2.076,,,,6.33,4.133,7.404,18.646,8.46,,,,2.213,,,,,,,,,,,,
2005-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.301,,,13.923,74.829,24.12,5.099,,,,,1.726,,,,,,1.5530000000000002,26.232,,6.319,1.994,29.304000000000002,,1.931,,,4.236000000000001,,,1.9709999999999999,,,,,3.35,3.236,,1.706,,,,,,,3.035,,,,,,,,,1.588,,,,,,,,,,2.075,,,,6.331,4.143,7.403,18.654,8.448,,,,2.214,,,,,,,,,,,,
2005-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.296,,,13.923,74.817,24.114,5.095,,,,,1.716,,,,,,1.5590000000000002,26.23,,6.313,1.995,29.305999999999997,,1.9369999999999998,,,4.228,,,1.9680000000000002,,3.523,,,3.352,3.2489999999999997,,1.7180000000000002,,,,,,,3.03,,,,,,,,,1.589,,,,,,,,,,2.073,,,,6.329,4.1530000000000005,7.398,18.655,8.41,,,,2.228,,,,,,,,,,,,
2005-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.29,,,13.919,74.816,24.111,5.093,,,,,1.712,,,,,,1.555,26.226999999999997,,6.301,1.9969999999999999,29.308000000000003,,1.939,,,4.22,,,1.969,,3.525,,,3.3539999999999996,3.255,,1.729,,,,,,,3.029,,,,,,,,,1.59,,,,,,,,,,2.072,,,,6.325,4.156000000000001,7.388999999999999,18.639,8.408999999999999,,,,2.246,,,,,,,,,,,,
2005-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.283,,,13.915,74.82,24.11,5.09,,,,,1.7109999999999999,,,,,,1.556,26.223000000000003,,6.2989999999999995,1.999,29.309,,1.94,,,4.221,,,1.973,,3.545,,,3.3539999999999996,3.2560000000000002,,1.7269999999999999,,,,,,,3.025,,,,,,,,,1.589,,,,,,,,,,2.074,,,,6.322,4.154,7.385,18.633,8.517999999999999,,,,2.271,,,,,,,,,,,,
2005-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.276,,,13.912,74.831,24.109,5.091,,,,,1.715,,,,,,1.556,26.219,,6.309,1.999,29.308000000000003,,1.942,,,4.227,,,1.98,,3.5610000000000004,,,3.3539999999999996,,,1.732,,,,,,,3.023,,,,,,,,,1.578,,,,,,,,,,2.075,,,,6.318,4.138999999999999,7.382999999999999,18.609,8.621,,,,2.2880000000000003,,,,,,,,,,,,
2005-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.271,,,13.908,74.846,24.105,5.087,,,,,1.724,,,,,,1.555,26.215,,6.303999999999999,2.0,29.307,,1.935,,,4.234,,,1.982,,3.5839999999999996,,,3.3539999999999996,,,1.7369999999999999,,,,,,,3.022,,,,,,,,,1.5719999999999998,,,,,,,,,,2.076,,,,6.318,4.103,7.372000000000001,18.572,8.546,,,,2.303,,,,,,,,,,,,
2005-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.268,,,13.904000000000002,74.863,24.103,5.084,,,,,1.733,,,,,,1.5390000000000001,26.209,,6.275,2.0,29.307,,1.9269999999999998,,,4.226,,,1.9780000000000002,,3.595,,,3.3539999999999996,,,1.734,,,,,,,3.023,,,,,,,,,1.578,,,,,,,,,,2.077,,,,6.324,4.058,7.365,18.521,8.397,,,,2.314,4.2,,,,,,,,,,,
2005-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.265,,,13.9,74.883,24.101999999999997,5.081,,,,,1.7380000000000002,,,,,,1.5290000000000001,26.201999999999998,,6.269,2.0,29.307,,1.926,,,4.216,,,1.976,,3.6,,,3.355,,,1.726,,,,,,,3.0210000000000004,,,,,,,,,1.5830000000000002,,,,,,,,,,2.08,,,,6.3260000000000005,4.024,7.358,18.396,8.39,,4.766,,2.325,,,,,,,,,,,,
2005-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.263,,,13.901,74.908,24.105,5.083,,,,,1.743,,,,,,1.5290000000000001,26.197,,6.257999999999999,1.999,29.305999999999997,,1.9240000000000002,,,4.213,,,1.9680000000000002,,3.592,,,3.355,,,1.7209999999999999,,,,,,,3.017,,,,,,,,,1.585,,,,,,,,,,2.083,,,,6.3229999999999995,4.008,7.356,18.328,8.47,,,,2.346,,,,,,,,,,,,
2005-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.261999999999997,,,13.907,74.932,24.111,5.081,,,,,1.745,,,,,,1.527,26.193,1.4680000000000002,6.247000000000001,1.9969999999999999,29.304000000000002,,1.9269999999999998,,,4.217,,,1.9580000000000002,,3.5669999999999997,,,3.355,,,1.7180000000000002,,,,,,,3.015,,,,,,,,,1.5859999999999999,,,,,,,,,,2.085,,,,6.318,3.997,7.353,18.295,8.495,,,,2.362,,,,,,,,,,,,
2005-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.256999999999998,,,13.921,74.949,24.107,5.081,,,,,1.755,,,,,,1.527,26.186999999999998,1.4709999999999999,6.242000000000001,1.999,29.301,,1.9269999999999998,,,4.2219999999999995,,,1.9580000000000002,,3.552,,,3.3569999999999998,,,1.7180000000000002,,,,,,,3.013,,,,,,,,,1.587,,,,,,,,,,2.086,,,,6.303999999999999,3.9939999999999998,7.35,18.27,8.717,,,,2.372,,,,,,,,,,,,
2005-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.254,,,13.927999999999999,74.961,24.104,5.0760000000000005,,,,,1.764,,,,,,1.521,26.180999999999997,1.4569999999999999,6.2410000000000005,2.0,29.3,,1.929,,,4.231,,,1.9569999999999999,,3.5460000000000003,,,3.358,,,1.713,,,,,,,3.012,,,,,,,,,1.588,,,,,,,,,,2.0909999999999997,,,,6.292000000000001,3.995,7.3389999999999995,18.25,8.75,,,,2.375,,,,,,,,,,,,
2005-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.250999999999998,,,13.932,74.97,24.1,5.073,,,,,1.7730000000000001,,,,,,1.518,26.178,1.444,6.234,2.002,29.299,,1.925,,,4.242,,,1.955,,3.553,,,3.36,,,1.712,,,,,,,3.01,,,,,,,,,1.59,,,,,,,,,,2.094,,,,6.277,4.0,7.336,18.235,8.735,,,,2.379,,,,,,,,,,,,
2005-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.246,,,13.925,74.977,24.092,5.071000000000001,,,,,1.775,,,,,,1.5130000000000001,26.171999999999997,1.433,6.218999999999999,2.002,29.296999999999997,,1.921,,,4.248,,,1.953,,3.552,,,3.361,,,1.705,,,,,,,3.0069999999999997,,,,,,,,,1.5919999999999999,,,,,,,,,,2.099,,,,6.271,3.9939999999999998,7.331,18.22,8.646,,,,2.387,,,,,,,,,,,,
2005-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.243000000000002,,,13.915999999999999,74.98100000000001,24.092,5.0680000000000005,,,,,1.775,,,,,,1.511,26.166,1.4280000000000002,6.205,2.001,29.295,,1.922,,,4.248,,,1.9609999999999999,,3.554,,,3.362,,,1.706,,,,,,,3.003,,,,,,,,,1.594,,,,,,,,,,2.126,,,,6.27,3.983,7.327999999999999,18.21,8.545,,,,2.4,,,,,,,,,,,,
